id;sample;species;part;year;biomass
LM_12_106;Vaccinium_B;Vaccinium;B;2012;0
LM_12_198;B.nana_C;B.nana;C;2012;0
LM_12_198;B.nana_IFR;B.nana;IFR;2012;0
LM_12_198;B.pubescens_C;B.pubescens;C;2012;0
LM_12_198;D.octopetala_L;D.octopetala;L;2012;0
LM_12_198;E.nigrum_B;E.nigrum;B;2012;0
LM_12_198;S.herbacea_Sb;S.herbacea;Sb;2012;0
LM_12_198;S.phylicifolia_Sb;S.phylicifolia;Sb;2012;0
LM_12_198;Vaccinium_B;Vaccinium;B;2012;55,88766324
LM_12_199;B.nana_C;B.nana;C;2012;0
LM_12_199;B.nana_IFR;B.nana;IFR;2012;0
LM_12_199;B.pubescens_C;B.pubescens;C;2012;0
LM_12_199;D.octopetala_L;D.octopetala;L;2012;0
LM_12_199;E.nigrum_B;E.nigrum;B;2012;19,01
LM_12_199;S.herbacea_Sb;S.herbacea;Sb;2012;0
LM_12_199;S.phylicifolia_Sb;S.phylicifolia;Sb;2012;0
LM_12_199;Vaccinium_B;Vaccinium;B;2012;0
LM_12_2;B.nana_C;B.nana;C;2012;0
LM_12_2;B.nana_IFR;B.nana;IFR;2012;0
LM_12_2;B.pubescens_C;B.pubescens;C;2012;0
LM_12_2;D.octopetala_L;D.octopetala;L;2012;64,13193687
LM_12_2;E.nigrum_B;E.nigrum;B;2012;0
LM_12_2;S.herbacea_Sb;S.herbacea;Sb;2012;0
LM_12_2;S.phylicifolia_Sb;S.phylicifolia;Sb;2012;0
LM_12_2;Vaccinium_B;Vaccinium;B;2012;0
LM_12_200;B.nana_C;B.nana;C;2012;0
LM_12_200;B.nana_IFR;B.nana;IFR;2012;0
LM_12_200;B.pubescens_C;B.pubescens;C;2012;0
LM_12_200;D.octopetala_L;D.octopetala;L;2012;0
LM_12_200;E.nigrum_B;E.nigrum;B;2012;0
LM_12_200;S.herbacea_Sb;S.herbacea;Sb;2012;0
LM_12_200;S.phylicifolia_Sb;S.phylicifolia;Sb;2012;0
LM_12_200;Vaccinium_B;Vaccinium;B;2012;30,01032411
LM_12_40;B.nana_C;B.nana;C;2012;0
LM_12_40;B.nana_IFR;B.nana;IFR;2012;0
LM_12_40;B.pubescens_C;B.pubescens;C;2012;0
LM_12_40;D.octopetala_L;D.octopetala;L;2012;0
LM_12_40;E.nigrum_B;E.nigrum;B;2012;0
LM_12_40;S.herbacea_Sb;S.herbacea;Sb;2012;98,77972247
LM_12_40;S.phylicifolia_Sb;S.phylicifolia;Sb;2012;0
LM_12_40;Vaccinium_B;Vaccinium;B;2012;0
LM_12_45;B.nana_C;B.nana;C;2012;0
LM_12_45;B.nana_IFR;B.nana;IFR;2012;0
LM_12_45;B.pubescens_C;B.pubescens;C;2012;0
LM_12_45;D.octopetala_L;D.octopetala;L;2012;0
LM_12_45;E.nigrum_B;E.nigrum;B;2012;0
LM_12_45;S.herbacea_Sb;S.herbacea;Sb;2012;0
LM_12_45;S.phylicifolia_Sb;S.phylicifolia;Sb;2012;0
LM_12_45;Vaccinium_B;Vaccinium;B;2012;60,510306
LM_12_48;B.nana_C;B.nana;C;2012;0
LM_12_48;B.nana_IFR;B.nana;IFR;2012;0
LM_12_48;B.pubescens_C;B.pubescens;C;2012;0
LM_12_48;D.octopetala_L;D.octopetala;L;2012;21,70271637
LM_12_48;E.nigrum_B;E.nigrum;B;2012;0
LM_12_48;S.herbacea_Sb;S.herbacea;Sb;2012;0
LM_12_48;S.phylicifolia_Sb;S.phylicifolia;Sb;2012;0
LM_12_48;Vaccinium_B;Vaccinium;B;2012;0
LM_12_51;B.nana_C;B.nana;C;2012;0
LM_12_51;B.nana_IFR;B.nana;IFR;2012;0
LM_12_51;B.pubescens_C;B.pubescens;C;2012;0
LM_12_51;D.octopetala_L;D.octopetala;L;2012;32,34098078
LM_12_51;E.nigrum_B;E.nigrum;B;2012;17,64
LM_12_51;S.herbacea_Sb;S.herbacea;Sb;2012;0
LM_12_51;S.phylicifolia_Sb;S.phylicifolia;Sb;2012;0
LM_12_51;Vaccinium_B;Vaccinium;B;2012;0
LM_12_53;B.nana_C;B.nana;C;2012;0
LM_12_53;B.nana_IFR;B.nana;IFR;2012;0
LM_12_53;B.pubescens_C;B.pubescens;C;2012;0
LM_12_53;D.octopetala_L;D.octopetala;L;2012;42,01423051
LM_12_53;E.nigrum_B;E.nigrum;B;2012;0
LM_12_53;S.herbacea_Sb;S.herbacea;Sb;2012;0
LM_12_53;S.phylicifolia_Sb;S.phylicifolia;Sb;2012;0
LM_12_53;Vaccinium_B;Vaccinium;B;2012;0
LM_12_54;B.nana_C;B.nana;C;2012;0
LM_12_54;B.nana_IFR;B.nana;IFR;2012;0
LM_12_54;B.pubescens_C;B.pubescens;C;2012;0
LM_12_54;D.octopetala_L;D.octopetala;L;2012;36,41598484
LM_12_54;E.nigrum_B;E.nigrum;B;2012;0
LM_12_54;S.herbacea_Sb;S.herbacea;Sb;2012;0
LM_12_54;S.phylicifolia_Sb;S.phylicifolia;Sb;2012;0
LM_12_54;Vaccinium_B;Vaccinium;B;2012;16,39393553
LM_12_55;B.nana_C;B.nana;C;2012;0
LM_12_55;B.nana_IFR;B.nana;IFR;2012;0
LM_12_55;B.pubescens_C;B.pubescens;C;2012;0
LM_12_55;D.octopetala_L;D.octopetala;L;2012;36,2871254
LM_12_55;E.nigrum_B;E.nigrum;B;2012;19,01
LM_12_55;S.herbacea_Sb;S.herbacea;Sb;2012;0
LM_12_55;S.phylicifolia_Sb;S.phylicifolia;Sb;2012;0
LM_12_55;Vaccinium_B;Vaccinium;B;2012;0
LM_12_66;B.nana_C;B.nana;C;2012;14,01526095
LM_12_66;B.nana_IFR;B.nana;IFR;2012;0
LM_12_66;B.pubescens_C;B.pubescens;C;2012;0
LM_12_66;D.octopetala_L;D.octopetala;L;2012;0
LM_12_66;E.nigrum_B;E.nigrum;B;2012;13,60909539
LM_12_66;S.herbacea_Sb;S.herbacea;Sb;2012;0
LM_12_66;S.phylicifolia_Sb;S.phylicifolia;Sb;2012;36,77299481
LM_12_66;Vaccinium_B;Vaccinium;B;2012;9,25
LM_12_66;Vaccinium_B;Vaccinium;B;2012;13,61
LM_12_71;B.nana_C;B.nana;C;2012;0
LM_12_71;B.nana_IFR;B.nana;IFR;2012;0
LM_12_71;B.pubescens_C;B.pubescens;C;2012;0
LM_12_71;D.octopetala_L;D.octopetala;L;2012;0
LM_12_71;E.nigrum_B;E.nigrum;B;2012;72,56844759
LM_12_71;S.herbacea_Sb;S.herbacea;Sb;2012;0
LM_12_71;S.phylicifolia_Sb;S.phylicifolia;Sb;2012;0
LM_12_71;Vaccinium_B;Vaccinium;B;2012;0
LM_13_110;B.nana_C;B.nana;C;2013;0
LM_13_110;B.nana_IFR;B.nana;IFR;2013;0
LM_13_110;B.pubescens_C;B.pubescens;C;2013;0
LM_13_110;D.octopetala_L;D.octopetala;L;2013;23,58754622
LM_13_110;E.nigrum_B;E.nigrum;B;2013;37,67
LM_13_110;S.herbacea_Sb;S.herbacea;Sb;2013;0
LM_13_110;S.phylicifolia_Sb;S.phylicifolia;Sb;2013;0
LM_13_110;Vaccinium_B;Vaccinium;B;2013;0
LM_13_115;B.nana_C;B.nana;C;2013;0
LM_13_115;B.nana_IFR;B.nana;IFR;2013;0
LM_13_115;B.pubescens_C;B.pubescens;C;2013;0
LM_13_115;D.octopetala_L;D.octopetala;L;2013;56,77157229
LM_13_115;E.nigrum_B;E.nigrum;B;2013;0
LM_13_115;S.herbacea_Sb;S.herbacea;Sb;2013;0
LM_13_115;S.phylicifolia_Sb;S.phylicifolia;Sb;2013;0
LM_13_115;Vaccinium_B;Vaccinium;B;2013;0
LM_13_132;B.nana_C;B.nana;C;2013;0
LM_13_132;B.nana_IFR;B.nana;IFR;2013;0
LM_13_132;B.pubescens_C;B.pubescens;C;2013;0
LM_13_132;D.octopetala_L;D.octopetala;L;2013;51,48288693
LM_13_132;E.nigrum_B;E.nigrum;B;2013;30,76668018
LM_13_132;S.herbacea_Sb;S.herbacea;Sb;2013;0
LM_13_132;S.phylicifolia_Sb;S.phylicifolia;Sb;2013;0
LM_13_132;Vaccinium_B;Vaccinium;B;2013;0
LM_13_134;B.nana_C;B.nana;C;2013;0
LM_13_134;B.nana_IFR;B.nana;IFR;2013;0
LM_13_134;B.pubescens_C;B.pubescens;C;2013;0
LM_13_134;D.octopetala_L;D.octopetala;L;2013;66,71031954
LM_13_134;E.nigrum_B;E.nigrum;B;2013;0
LM_13_134;S.herbacea_Sb;S.herbacea;Sb;2013;0
LM_13_134;S.phylicifolia_Sb;S.phylicifolia;Sb;2013;0
LM_13_134;Vaccinium_B;Vaccinium;B;2013;0
LM_13_146;B.nana_C;B.nana;C;2013;0
LM_13_146;B.nana_IFR;B.nana;IFR;2013;0
LM_13_146;B.pubescens_C;B.pubescens;C;2013;0
LM_13_146;D.octopetala_L;D.octopetala;L;2013;0
LM_13_146;E.nigrum_B;E.nigrum;B;2013;0
LM_13_146;S.herbacea_Sb;S.herbacea;Sb;2013;0
LM_13_146;S.phylicifolia_Sb;S.phylicifolia;Sb;2013;0
LM_13_146;Vaccinium_B;Vaccinium;B;2013;26,07048854
LM_13_151;B.nana_C;B.nana;C;2013;0
LM_13_151;B.nana_IFR;B.nana;IFR;2013;0
LM_13_151;B.pubescens_C;B.pubescens;C;2013;0
LM_13_151;D.octopetala_L;D.octopetala;L;2013;0
LM_13_151;E.nigrum_B;E.nigrum;B;2013;0
LM_13_151;S.herbacea_Sb;S.herbacea;Sb;2013;0
LM_13_151;S.phylicifolia_Sb;S.phylicifolia;Sb;2013;0
LM_13_151;Vaccinium_B;Vaccinium;B;2013;97,41146065
LM_13_152;B.nana_C;B.nana;C;2013;0
LM_13_152;B.nana_IFR;B.nana;IFR;2013;0
LM_13_152;B.pubescens_C;B.pubescens;C;2013;0
LM_13_152;D.octopetala_L;D.octopetala;L;2013;0
LM_13_152;E.nigrum_B;E.nigrum;B;2013;0
LM_13_152;S.herbacea_Sb;S.herbacea;Sb;2013;0
LM_13_152;S.phylicifolia_Sb;S.phylicifolia;Sb;2013;0
LM_13_152;Vaccinium_B;Vaccinium;B;2013;68,19856166
LM_13_160;B.nana_C;B.nana;C;2013;0
LM_13_160;B.nana_IFR;B.nana;IFR;2013;0
LM_13_160;B.pubescens_C;B.pubescens;C;2013;0
LM_13_160;D.octopetala_L;D.octopetala;L;2013;0
LM_13_160;E.nigrum_B;E.nigrum;B;2013;59,90210551
LM_13_160;S.herbacea_Sb;S.herbacea;Sb;2013;0
LM_13_160;S.phylicifolia_Sb;S.phylicifolia;Sb;2013;0
LM_13_160;Vaccinium_B;Vaccinium;B;2013;0
LM_13_162;B.nana_C;B.nana;C;2013;0
LM_13_162;B.nana_IFR;B.nana;IFR;2013;0
LM_13_162;B.pubescens_C;B.pubescens;C;2013;0
LM_13_162;D.octopetala_L;D.octopetala;L;2013;36,67596696
LM_13_162;E.nigrum_B;E.nigrum;B;2013;42,38
LM_13_162;S.herbacea_Sb;S.herbacea;Sb;2013;0
LM_13_162;S.phylicifolia_Sb;S.phylicifolia;Sb;2013;0
LM_13_162;Vaccinium_B;Vaccinium;B;2013;0
LM_13_163;B.nana_C;B.nana;C;2013;0
LM_13_163;B.nana_IFR;B.nana;IFR;2013;67,77070064
LM_13_163;B.pubescens_C;B.pubescens;C;2013;0
LM_13_163;D.octopetala_L;D.octopetala;L;2013;0
LM_13_163;E.nigrum_B;E.nigrum;B;2013;0
LM_13_163;S.herbacea_Sb;S.herbacea;Sb;2013;0
LM_13_163;S.phylicifolia_Sb;S.phylicifolia;Sb;2013;0
LM_13_163;Vaccinium_B;Vaccinium;B;2013;0
LM_13_166;B.nana_C;B.nana;C;2013;0
LM_13_166;B.nana_IFR;B.nana;IFR;2013;44,94432419
LM_13_166;B.pubescens_C;B.pubescens;C;2013;0
LM_13_166;D.octopetala_L;D.octopetala;L;2013;0
LM_13_166;E.nigrum_B;E.nigrum;B;2013;0
LM_13_166;S.herbacea_Sb;S.herbacea;Sb;2013;0
LM_13_166;S.phylicifolia_Sb;S.phylicifolia;Sb;2013;0
LM_13_166;Vaccinium_B;Vaccinium;B;2013;0
LM_13_167;B.nana_C;B.nana;C;2013;0
LM_13_167;B.nana_IFR;B.nana;IFR;2013;0
LM_13_167;B.pubescens_C;B.pubescens;C;2013;0
LM_13_167;D.octopetala_L;D.octopetala;L;2013;0
LM_13_167;E.nigrum_B;E.nigrum;B;2013;12,75
LM_13_167;S.herbacea_Sb;S.herbacea;Sb;2013;0
LM_13_167;S.phylicifolia_Sb;S.phylicifolia;Sb;2013;23,17667756
LM_13_167;Vaccinium_B;Vaccinium;B;2013;0
LM_13_17;B.nana_C;B.nana;C;2013;0
LM_13_17;B.nana_IFR;B.nana;IFR;2013;0
LM_13_17;B.pubescens_C;B.pubescens;C;2013;0
LM_13_17;D.octopetala_L;D.octopetala;L;2013;0
LM_13_17;E.nigrum_B;E.nigrum;B;2013;53,46639239
LM_13_17;S.herbacea_Sb;S.herbacea;Sb;2013;0
LM_13_17;S.phylicifolia_Sb;S.phylicifolia;Sb;2013;0
LM_13_17;Vaccinium_B;Vaccinium;B;2013;0
LM_13_174;B.nana_C;B.nana;C;2013;0
LM_13_174;B.nana_IFR;B.nana;IFR;2013;0
LM_13_174;B.pubescens_C;B.pubescens;C;2013;0
LM_13_174;D.octopetala_L;D.octopetala;L;2013;0
LM_13_174;E.nigrum_B;E.nigrum;B;2013;0
LM_13_174;S.herbacea_Sb;S.herbacea;Sb;2013;0
LM_13_174;S.phylicifolia_Sb;S.phylicifolia;Sb;2013;0
LM_13_174;Vaccinium_B;Vaccinium;B;2013;78,86749066
LM_13_178;B.nana_C;B.nana;C;2013;0
LM_13_178;B.nana_IFR;B.nana;IFR;2013;30,83130563
LM_13_178;B.pubescens_C;B.pubescens;C;2013;0
LM_13_178;D.octopetala_L;D.octopetala;L;2013;0
LM_13_178;E.nigrum_B;E.nigrum;B;2013;0
LM_13_178;S.herbacea_Sb;S.herbacea;Sb;2013;0
LM_13_178;S.phylicifolia_Sb;S.phylicifolia;Sb;2013;0
LM_13_178;Vaccinium_B;Vaccinium;B;2013;23,38374349
LM_13_182;B.nana_C;B.nana;C;2013;0
LM_13_182;B.nana_IFR;B.nana;IFR;2013;0
LM_13_182;B.pubescens_C;B.pubescens;C;2013;0
LM_13_182;D.octopetala_L;D.octopetala;L;2013;38,61565734
LM_13_182;E.nigrum_B;E.nigrum;B;2013;0
LM_13_182;S.herbacea_Sb;S.herbacea;Sb;2013;0
LM_13_182;S.phylicifolia_Sb;S.phylicifolia;Sb;2013;0
LM_13_182;Vaccinium_B;Vaccinium;B;2013;0
LM_13_183;B.nana_C;B.nana;C;2013;0
LM_13_183;B.nana_IFR;B.nana;IFR;2013;78,85014878
LM_13_183;B.pubescens_C;B.pubescens;C;2013;0
LM_13_183;D.octopetala_L;D.octopetala;L;2013;0
LM_13_183;E.nigrum_B;E.nigrum;B;2013;0
LM_13_183;S.herbacea_Sb;S.herbacea;Sb;2013;0
LM_13_183;S.phylicifolia_Sb;S.phylicifolia;Sb;2013;0
LM_13_183;Vaccinium_B;Vaccinium;B;2013;0
LM_13_192;B.nana_C;B.nana;C;2013;0
LM_13_192;B.nana_IFR;B.nana;IFR;2013;0
LM_13_192;B.pubescens_C;B.pubescens;C;2013;0
LM_13_192;D.octopetala_L;D.octopetala;L;2013;0
LM_13_192;E.nigrum_B;E.nigrum;B;2013;0
LM_13_192;S.herbacea_Sb;S.herbacea;Sb;2013;0
LM_13_192;S.phylicifolia_Sb;S.phylicifolia;Sb;2013;0
LM_13_192;Vaccinium_B;Vaccinium;B;2013;71,69910114
LM_13_201;B.nana_C;B.nana;C;2013;0
LM_13_201;B.nana_IFR;B.nana;IFR;2013;0
LM_13_201;B.pubescens_C;B.pubescens;C;2013;0
LM_13_201;D.octopetala_L;D.octopetala;L;2013;0
LM_13_201;E.nigrum_B;E.nigrum;B;2013;0
LM_13_201;S.herbacea_Sb;S.herbacea;Sb;2013;0
LM_13_201;S.phylicifolia_Sb;S.phylicifolia;Sb;2013;0
LM_13_201;Vaccinium_B;Vaccinium;B;2013;58,56390977
LM_13_231;B.nana_C;B.nana;C;2013;0
LM_13_231;B.nana_IFR;B.nana;IFR;2013;0
LM_13_231;B.pubescens_C;B.pubescens;C;2013;0
LM_13_231;D.octopetala_L;D.octopetala;L;2013;0
LM_13_231;E.nigrum_B;E.nigrum;B;2013;0
LM_13_231;S.herbacea_Sb;S.herbacea;Sb;2013;0
LM_13_231;S.phylicifolia_Sb;S.phylicifolia;Sb;2013;0
LM_13_231;Vaccinium_B;Vaccinium;B;2013;90,88758516
LM_13_232;B.nana_C;B.nana;C;2013;0
LM_13_232;B.nana_IFR;B.nana;IFR;2013;0
LM_13_232;B.pubescens_C;B.pubescens;C;2013;0
LM_13_232;D.octopetala_L;D.octopetala;L;2013;0
LM_13_232;E.nigrum_B;E.nigrum;B;2013;0
LM_13_232;S.herbacea_Sb;S.herbacea;Sb;2013;0
LM_13_232;S.phylicifolia_Sb;S.phylicifolia;Sb;2013;0
LM_13_232;Vaccinium_B;Vaccinium;B;2013;99,27091328
LM_13_24;B.nana_C;B.nana;C;2013;0
LM_13_24;B.nana_IFR;B.nana;IFR;2013;77,95775315
LM_13_24;B.pubescens_C;B.pubescens;C;2013;0
LM_13_24;D.octopetala_L;D.octopetala;L;2013;0
LM_13_24;E.nigrum_B;E.nigrum;B;2013;0
LM_13_24;S.herbacea_Sb;S.herbacea;Sb;2013;0
LM_13_24;S.phylicifolia_Sb;S.phylicifolia;Sb;2013;0
LM_13_24;Vaccinium_B;Vaccinium;B;2013;0
LM_13_28;B.nana_C;B.nana;C;2013;0
LM_13_28;B.nana_IFR;B.nana;IFR;2013;0
LM_13_28;B.pubescens_C;B.pubescens;C;2013;0
LM_13_28;D.octopetala_L;D.octopetala;L;2013;41,42725919
LM_13_28;E.nigrum_B;E.nigrum;B;2013;0
LM_13_28;S.herbacea_Sb;S.herbacea;Sb;2013;0
LM_13_28;S.phylicifolia_Sb;S.phylicifolia;Sb;2013;0
LM_13_28;Vaccinium_B;Vaccinium;B;2013;0
LM_13_51;B.nana_C;B.nana;C;2013;0
LM_13_51;B.nana_IFR;B.nana;IFR;2013;0
LM_13_51;B.pubescens_C;B.pubescens;C;2013;0
LM_13_51;D.octopetala_L;D.octopetala;L;2013;0
LM_13_51;E.nigrum_B;E.nigrum;B;2013;0
LM_13_51;S.herbacea_Sb;S.herbacea;Sb;2013;0
LM_13_51;S.phylicifolia_Sb;S.phylicifolia;Sb;2013;0
LM_13_51;Vaccinium_B;Vaccinium;B;2013;32,12142605
LM_13_75;B.nana_C;B.nana;C;2013;0
LM_13_75;B.nana_IFR;B.nana;IFR;2013;21,75252231
LM_13_75;B.pubescens_C;B.pubescens;C;2013;0
LM_13_75;D.octopetala_L;D.octopetala;L;2013;32,19101669
LM_13_75;E.nigrum_B;E.nigrum;B;2013;16,37
LM_13_75;S.herbacea_Sb;S.herbacea;Sb;2013;0
LM_13_75;S.phylicifolia_Sb;S.phylicifolia;Sb;2013;0
LM_13_75;Vaccinium_B;Vaccinium;B;2013;0
LM_13_77;B.nana_C;B.nana;C;2013;0
LM_13_77;B.nana_IFR;B.nana;IFR;2013;47,82972825
LM_13_77;B.pubescens_C;B.pubescens;C;2013;0
LM_13_77;D.octopetala_L;D.octopetala;L;2013;0
LM_13_77;E.nigrum_B;E.nigrum;B;2013;0
LM_13_77;S.herbacea_Sb;S.herbacea;Sb;2013;0
LM_13_77;S.phylicifolia_Sb;S.phylicifolia;Sb;2013;0
LM_13_77;Vaccinium_B;Vaccinium;B;2013;0
LM_13_86;B.nana_C;B.nana;C;2013;0
LM_13_86;B.nana_IFR;B.nana;IFR;2013;0
LM_13_86;B.pubescens_C;B.pubescens;C;2013;0
LM_13_86;D.octopetala_L;D.octopetala;L;2013;0
LM_13_86;E.nigrum_B;E.nigrum;B;2013;48,95
LM_13_86;S.herbacea_Sb;S.herbacea;Sb;2013;0
LM_13_86;S.phylicifolia_Sb;S.phylicifolia;Sb;2013;0
LM_13_86;Vaccinium_B;Vaccinium;B;2013;0
LM_14_101;B.nana_C;B.nana;C;2014;0
LM_14_101;B.nana_IFR;B.nana;IFR;2014;0
LM_14_101;B.pubescens_C;B.pubescens;C;2014;0
LM_14_101;D.octopetala_L;D.octopetala;L;2014;0
LM_14_101;E.nigrum_B;E.nigrum;B;2014;0
LM_14_101;S.herbacea_Sb;S.herbacea;Sb;2014;0
LM_14_101;S.phylicifolia_Sb;S.phylicifolia;Sb;2014;0
LM_14_101;Vaccinium_B;Vaccinium;B;2014;73,40585146
LM_14_105;B.nana_C;B.nana;C;2014;0
LM_14_105;B.nana_IFR;B.nana;IFR;2014;0
LM_14_105;B.pubescens_C;B.pubescens;C;2014;0
LM_14_105;D.octopetala_L;D.octopetala;L;2014;0
LM_14_105;E.nigrum_B;E.nigrum;B;2014;65,76
LM_14_105;S.herbacea_Sb;S.herbacea;Sb;2014;0
LM_14_105;S.phylicifolia_Sb;S.phylicifolia;Sb;2014;14,97731602
LM_14_105;Vaccinium_B;Vaccinium;B;2014;0
LM_14_109;B.nana_C;B.nana;C;2014;0
LM_14_109;B.nana_IFR;B.nana;IFR;2014;0
LM_14_109;B.pubescens_C;B.pubescens;C;2014;0
LM_14_109;D.octopetala_L;D.octopetala;L;2014;0
LM_14_109;E.nigrum_B;E.nigrum;B;2014;0
LM_14_109;S.herbacea_Sb;S.herbacea;Sb;2014;73,46300211
LM_14_109;S.phylicifolia_Sb;S.phylicifolia;Sb;2014;0
LM_14_109;Vaccinium_B;Vaccinium;B;2014;0
LM_14_130;B.nana_C;B.nana;C;2014;0
LM_14_130;B.nana_IFR;B.nana;IFR;2014;0
LM_14_130;B.pubescens_C;B.pubescens;C;2014;0
LM_14_130;D.octopetala_L;D.octopetala;L;2014;9,271202543
LM_14_130;E.nigrum_B;E.nigrum;B;2014;0
LM_14_130;S.herbacea_Sb;S.herbacea;Sb;2014;0
LM_14_130;S.phylicifolia_Sb;S.phylicifolia;Sb;2014;21,00339825
LM_14_130;Vaccinium_B;Vaccinium;B;2014;40,42003142
LM_14_131;B.nana_C;B.nana;C;2014;0
LM_14_131;B.nana_IFR;B.nana;IFR;2014;0
LM_14_131;B.pubescens_C;B.pubescens;C;2014;0
LM_14_131;D.octopetala_L;D.octopetala;L;2014;7,954468549
LM_14_131;E.nigrum_B;E.nigrum;B;2014;0
LM_14_131;S.herbacea_Sb;S.herbacea;Sb;2014;0
LM_14_131;S.phylicifolia_Sb;S.phylicifolia;Sb;2014;29,30393861
LM_14_131;Vaccinium_B;Vaccinium;B;2014;0
LM_14_138;B.nana_C;B.nana;C;2014;0
LM_14_138;B.nana_IFR;B.nana;IFR;2014;74,74810708
LM_14_138;B.pubescens_C;B.pubescens;C;2014;0
LM_14_138;D.octopetala_L;D.octopetala;L;2014;0
LM_14_138;E.nigrum_B;E.nigrum;B;2014;0
LM_14_138;S.herbacea_Sb;S.herbacea;Sb;2014;0
LM_14_138;S.phylicifolia_Sb;S.phylicifolia;Sb;2014;0
LM_14_138;Vaccinium_B;Vaccinium;B;2014;0
LM_14_140;B.nana_C;B.nana;C;2014;0
LM_14_140;B.nana_IFR;B.nana;IFR;2014;0
LM_14_140;B.pubescens_C;B.pubescens;C;2014;0
LM_14_140;D.octopetala_L;D.octopetala;L;2014;0
LM_14_140;E.nigrum_B;E.nigrum;B;2014;0
LM_14_140;S.herbacea_Sb;S.herbacea;Sb;2014;69,7995338
LM_14_140;S.phylicifolia_Sb;S.phylicifolia;Sb;2014;0
LM_14_140;Vaccinium_B;Vaccinium;B;2014;0
LM_14_150;B.nana_C;B.nana;C;2014;0
LM_14_150;B.nana_IFR;B.nana;IFR;2014;0
LM_14_150;B.pubescens_C;B.pubescens;C;2014;0
LM_14_150;D.octopetala_L;D.octopetala;L;2014;0
LM_14_150;E.nigrum_B;E.nigrum;B;2014;0
LM_14_150;S.herbacea_Sb;S.herbacea;Sb;2014;0
LM_14_150;S.phylicifolia_Sb;S.phylicifolia;Sb;2014;0
LM_14_150;Vaccinium_B;Vaccinium;B;2014;82,96930342
LM_14_154;B.nana_C;B.nana;C;2014;0
LM_14_154;B.nana_IFR;B.nana;IFR;2014;0
LM_14_154;B.pubescens_C;B.pubescens;C;2014;0
LM_14_154;D.octopetala_L;D.octopetala;L;2014;0
LM_14_154;E.nigrum_B;E.nigrum;B;2014;48,55763834
LM_14_154;S.herbacea_Sb;S.herbacea;Sb;2014;0
LM_14_154;S.phylicifolia_Sb;S.phylicifolia;Sb;2014;0
LM_14_154;Vaccinium_B;Vaccinium;B;2014;0
LM_14_161;B.nana_C;B.nana;C;2014;0
LM_14_161;B.nana_IFR;B.nana;IFR;2014;0
LM_14_161;B.pubescens_C;B.pubescens;C;2014;0
LM_14_161;D.octopetala_L;D.octopetala;L;2014;0
LM_14_161;E.nigrum_B;E.nigrum;B;2014;0
LM_14_161;S.herbacea_Sb;S.herbacea;Sb;2014;0
LM_14_161;S.phylicifolia_Sb;S.phylicifolia;Sb;2014;0
LM_14_161;Vaccinium_B;Vaccinium;B;2014;100
LM_14_180;B.nana_C;B.nana;C;2014;0
LM_14_180;B.nana_IFR;B.nana;IFR;2014;58,27730465
LM_14_180;B.pubescens_C;B.pubescens;C;2014;0
LM_14_180;D.octopetala_L;D.octopetala;L;2014;0
LM_14_180;E.nigrum_B;E.nigrum;B;2014;0
LM_14_180;S.herbacea_Sb;S.herbacea;Sb;2014;0
LM_14_180;S.phylicifolia_Sb;S.phylicifolia;Sb;2014;0
LM_14_180;Vaccinium_B;Vaccinium;B;2014;23,06514269
LM_14_181;B.nana_C;B.nana;C;2014;0
LM_14_181;B.nana_IFR;B.nana;IFR;2014;0
LM_14_181;B.pubescens_C;B.pubescens;C;2014;79,26997552
LM_14_181;D.octopetala_L;D.octopetala;L;2014;0
LM_14_181;E.nigrum_B;E.nigrum;B;2014;0
LM_14_181;S.herbacea_Sb;S.herbacea;Sb;2014;0
LM_14_181;S.phylicifolia_Sb;S.phylicifolia;Sb;2014;0
LM_14_181;Vaccinium_B;Vaccinium;B;2014;0
LM_14_183;B.nana_C;B.nana;C;2014;0
LM_14_183;B.nana_IFR;B.nana;IFR;2014;0
LM_14_183;B.pubescens_C;B.pubescens;C;2014;0
LM_14_183;D.octopetala_L;D.octopetala;L;2014;0
LM_14_183;E.nigrum_B;E.nigrum;B;2014;0
LM_14_183;S.herbacea_Sb;S.herbacea;Sb;2014;0
LM_14_183;S.phylicifolia_Sb;S.phylicifolia;Sb;2014;0
LM_14_183;Vaccinium_B;Vaccinium;B;2014;87,20650767
LM_14_184;B.nana_C;B.nana;C;2014;0
LM_14_184;B.nana_IFR;B.nana;IFR;2014;0
LM_14_184;B.pubescens_C;B.pubescens;C;2014;0
LM_14_184;D.octopetala_L;D.octopetala;L;2014;0
LM_14_184;E.nigrum_B;E.nigrum;B;2014;0
LM_14_184;S.herbacea_Sb;S.herbacea;Sb;2014;0
LM_14_184;S.phylicifolia_Sb;S.phylicifolia;Sb;2014;0
LM_14_184;Vaccinium_B;Vaccinium;B;2014;99,28327645
LM_14_185;B.nana_C;B.nana;C;2014;0
LM_14_185;B.nana_IFR;B.nana;IFR;2014;0
LM_14_185;B.pubescens_C;B.pubescens;C;2014;0
LM_14_185;D.octopetala_L;D.octopetala;L;2014;0
LM_14_185;E.nigrum_B;E.nigrum;B;2014;26,46
LM_14_185;S.herbacea_Sb;S.herbacea;Sb;2014;0
LM_14_185;S.phylicifolia_Sb;S.phylicifolia;Sb;2014;0
LM_14_185;Vaccinium_B;Vaccinium;B;2014;0
