wavenumber;PC1
933,526;-0,021035853
931,597;-0,021386602
929,668;-0,021844079
927,739;-0,022483081
925,811;-0,023397027
923,882;-0,024602069
921,953;-0,025957134
920,024;-0,027224245
918,095;-0,028218084
916,167;-0,028906171
914,238;-0,029330824
912,309;-0,029455773
910,38;-0,029242096
908,452;-0,028779571
906,523;-0,028244035
904,594;-0,027842886
902,665;-0,027634491
900,736;-0,027542541
898,808;-0,027582761
896,879;-0,027706348
894,95;-0,027797084
893,021;-0,027854666
891,093;-0,027823427
889,164;-0,027610009
887,235;-0,027250648
885,306;-0,026825806
883,378;-0,026393329
881,449;-0,026075044
879,52;-0,02600493
877,591;-0,026159158
875,662;-0,026449719
873,734;-0,026840747
871,805;-0,027333589
869,876;-0,027906712
867,947;-0,028380168
866,019;-0,028494924
864,09;-0,028150399
862,161;-0,02749004
860,232;-0,026696106
858,304;-0,025730686
856,375;-0,024527072
854,446;-0,023274281
852,517;-0,022236843
850,588;-0,021505508
848,66;-0,021012963
846,731;-0,020573718
844,802;-0,020051189
842,873;-0,01954809
840,945;-0,019185317
839,016;-0,018932755
837,087;-0,018793328
835,158;-0,018859475
833,229;-0,019196716
831,301;-0,019755344
829,372;-0,020467175
827,443;-0,021444272
825,514;-0,022827203
823,586;-0,024533794
821,657;-0,026344036
819,728;-0,027983738
817,799;-0,029107281
815,871;-0,029444182
813,942;-0,029012667
812,013;-0,028056257
810,084;-0,02685182
808,155;-0,025595017
806,227;-0,024341881
804,298;-0,023199114
802,369;-0,022352102
800,44;-0,021831369
798,512;-0,021536944
796,583;-0,021382791
794,654;-0,02150741
792,725;-0,02213992
790,796;-0,023117635
788,868;-0,024010276
786,939;-0,024512422
785,01;-0,02452182
783,081;-0,024306704
781,153;-0,02452136
779,224;-0,025513916
777,295;-0,026803543
775,366;-0,02770741
773,438;-0,028029359
771,509;-0,027844751
769,58;-0,027241898
767,651;-0,026381085
765,722;-0,025393774
763,794;-0,0243517
761,865;-0,023424706
759,936;-0,022740492
758,007;-0,022236586
756,079;-0,021873247
754,15;-0,021702058
752,221;-0,021739868
750,292;-0,02192629
748,364;-0,022175684
746,435;-0,022447279
744,506;-0,022645302
742,577;-0,022683119
740,648;-0,022656864
738,72;-0,022576423
736,791;-0,022351196
734,862;-0,022112907
732,933;-0,021985448
731,005;-0,021848091
729,076;-0,021602745
727,147;-0,02136284
725,218;-0,021215091
723,289;-0,021089948
721,361;-0,021090056
719,432;-0,021381765
717,503;-0,021862626
715,574;-0,022435103
713,646;-0,023023915
711,717;-0,023499653
709,788;-0,023842591
707,859;-0,024084339
705,931;-0,024271721
704,002;-0,02439189
702,073;-0,024361609
700,144;-0,024170695
698,215;-0,023897089
696,287;-0,023669294
694,358;-0,023562774
692,429;-0,023485054
690,5;-0,023277017
688,572;-0,023014889
686,643;-0,022918566
684,714;-0,022953496
682,785;-0,02294084
680,856;-0,022786551
678,928;-0,02248042
676,999;-0,022039464
675,07;-0,02148436
673,141;-0,02095952
671,213;-0,020546565
669,284;-0,020167739
667,355;-0,020189029
665,426;-0,020573442
663,498;-0,020787767
661,569;-0,020839842
659,64;-0,021032321
657,711;-0,021367673
655,782;-0,021473205
653,854;-0,021406741
651,925;-0,021568801
649,996;-0,022079935
648,067;-0,022813788
646,139;-0,023513849
644,21;-0,02405949
642,281;-0,024604945
640,352;-0,025187822
638,424;-0,025641247
636,495;-0,025936973
634,566;-0,026187488
632,637;-0,026500652
630,708;-0,026917709
628,78;-0,027257796
626,851;-0,027279181
624,922;-0,02709611
622,993;-0,027089087
621,065;-0,02729521
619,136;-0,02750418
617,207;-0,027840035
615,278;-0,028343444
613,349;-0,028660988
611,421;-0,028740332
609,492;-0,028779194
607,563;-0,028777837
605,634;-0,028689571
603,706;-0,028584703
601,777;-0,028553827
599,848;-0,028531067
597,919;-0,028387471
595,991;-0,028181129
594,062;-0,028022514
592,133;-0,027957316
590,204;-0,027949059
588,275;-0,027893831
586,347;-0,027814244
584,418;-0,027719616
582,489;-0,027512075
580,56;-0,027261415
578,632;-0,027039433
576,703;-0,026788056
574,774;-0,026625503
572,845;-0,026690316
570,916;-0,026882679
568,988;-0,02706218
567,059;-0,027208637
565,13;-0,027390044
563,201;-0,027605083
561,273;-0,027752097
559,344;-0,027878603
557,415;-0,028131579
555,486;-0,028429499
553,558;-0,028635173
551,629;-0,028722566
549,7;-0,028689153
547,771;-0,028643884
545,842;-0,028689919
543,914;-0,028859158
541,985;-0,0292045
540,056;-0,02963274
538,127;-0,029933952
536,199;-0,030146816
534,27;-0,030565253
532,341;-0,031152378
530,412;-0,031544455
528,484;-0,031660546
526,555;-0,031592458
524,626;-0,031468669
522,697;-0,0314472
520,768;-0,031388406
518,84;-0,031067428
516,911;-0,030531161
514,982;-0,030079591
513,053;-0,029886067
511,125;-0,029797475
509,196;-0,029598335
507,267;-0,029332256
505,338;-0,029272599
503,409;-0,029562285
501,481;-0,030002726
499,552;-0,030293474
497,623;-0,030396008
495,694;-0,030385682
493,766;-0,030333499
491,837;-0,030351024
489,908;-0,030368733
487,979;-0,030276935
486,051;-0,030159888
484,122;-0,030085068
482,193;-0,030066917
480,264;-0,030192324
478,335;-0,030526298
476,407;-0,030852349
474,478;-0,030737362
472,549;-0,030234107
470,62;-0,029945102
468,692;-0,029958663
466,763;-0,029970371
464,834;-0,029813416
462,905;-0,029549198
460,976;-0,029473145
459,048;-0,029646521
457,119;-0,029745668
455,19;-0,029739977
453,261;-0,029643322
451,333;-0,029387932
449,404;-0,029373734
447,475;-0,029668779
445,546;-0,029707275
443,618;-0,029302069
441,689;-0,028893857
439,76;-0,028749834
437,831;-0,028588441
435,902;-0,028315262
433,974;-0,028415564
432,045;-0,029021754
430,116;-0,029721668
428,187;-0,030298537
426,259;-0,030736081
424,33;-0,031059865
422,401;-0,031303221
420,472;-0,031318597
418,544;-0,031254231
416,615;-0,031362789
414,686;-0,031280262
412,757;-0,03092877
410,828;-0,030459262
408,9;-0,030236276
406,971;-0,030605759
405,042;-0,030954056
403,113;-0,030569508
401,185;-0,030159535
399,256;-0,030602131
