sample;id;species;organ;sex_age;elevation;year;biomass;PC1;PC2
LM_6_91_D.octopetala_L_MJ_380_2006;LM_6_91;D.octopetala;L;MJ;380;2006;30,49034359;0.0767411936093709;-0.0401292512716718
LM_6_84_D.octopetala_L_FJ_246_2006;LM_6_84;D.octopetala;L;FJ;246;2006;30,58174454;0.0797009401197226;-0.0248025012966765
LM_13_132_E.nigrum_B_MA_318_2013;LM_13_132;E.nigrum;B;MA;318;2013;30,76668018;-0.0823294016660657;-0.0305530924936546
LM_7_6_Vaccinium_B_FJ_378_2007;LM_7_6;Vaccinium;B;FJ;378;2007;30,81483888;-0.0914160688405934;-0.00318084568519156
LM_13_178_B.nana_IFR_IFR_MJ_375_2013;LM_13_178;B.nana;IFR;MJ;375;2013;30,83130563;0.0206077854976985;0.0183536299576848
LM_9_81_Vaccinium_B_FA_280_2009;LM_9_81;Vaccinium;B;FA;280;2009;31,04718389;-0.0327345998619344;0.0222408661500132
LM_6_83_E.nigrum_B_MJ_246_2006;LM_6_83;E.nigrum;B;MJ;246;2006;31,33252141;-0.11572898041632;-0.0203942383866267
LM_6_82_D.octopetala_L_MJ_246_2006;LM_6_82;D.octopetala;L;MJ;246;2006;31,56528598;0.0502093191090943;-0.0377177065502101
LM_7_22_Vaccinium_B_MJ_370_2007;LM_7_22;Vaccinium;B;MJ;370;2007;31,59920681;-0.0516360861603718;0.0178717843637952
LM_13_51_Vaccinium_B_FJ_309_2013;LM_13_51;Vaccinium;B;FJ;309;2013;32,12142605;-0.0156716830320787;0.0274706682046331
LM_13_75_D.octopetala_L_MJ_378_2013;LM_13_75;D.octopetala;L;MJ;378;2013;32,19101669;0.051505646118292;-0.0360651186318989
LM_12_51_D.octopetala_L_MJ_527_2012;LM_12_51;D.octopetala;L;MJ;527;2012;32,34098078;0.0191205650959561;-0.0422964275565993
LM_6_38_B.nana_IFR_IFR_FA_188_2006;LM_6_38;B.nana;IFR;FA;188;2006;32,50937235;0.105649194369529;0.0674383297880954
LM_10_220_D.octopetala_L_FJ_366_2010;LM_10_220;D.octopetala;L;FJ;366;2010;33,61216356;0.0313157243149586;-0.03747023630079
LM_8_46_Vaccinium_B_MJ_332_2008;LM_8_46;Vaccinium;B;MJ;332;2008;34,10712305;-0.0269343345795698;0.015543147255799
LM_11_221_B.nana_IFR_IFR_MJ_429_2011;LM_11_221;B.nana;IFR;MJ;429;2011;34,16363467;0.0354029470125452;-0.0193284997690699
LM_8_115_Vaccinium_B_FA_369_2008;LM_8_115;Vaccinium;B;FA;369;2008;34,68085106;-0.0163461060222005;0.0233440119492419
LM_11_206_B.nana_IFR_IFR_FJ_376_2011;LM_11_206;B.nana;IFR;FJ;376;2011;35,12372421;0.0476593736321979;0.0148143090043832
LM_10_295_D.octopetala_L_FA_370_2010;LM_10_295;D.octopetala;L;FA;370;2010;35,33056011;0.0357180446941009;-0.0367584240186309
LM_9_89_S.phylicifolia_Sb_MJ_300_2009;LM_9_89;S.phylicifolia;Sb;MJ;300;2009;35,33262787;0.065389076283449;-0.0378569972543129
LM_8_95_Vaccinium_B_MJ_375_2008;LM_8_95;Vaccinium;B;MJ;375;2008;35,36464635;-0.0629239559271112;0.0227646962553949
LM_6_111_E.nigrum_B_MA_371_2006;LM_6_111;E.nigrum;B;MA;371;2006;35,5341689;-0.0487383848979238;0.0229548608229072
LM_8_23_B.pubescens_C_MA_377_2008;LM_8_23;B.pubescens;C;MA;377;2008;35,63348416;0.135637200453429;0.065181533699707
LM_10_1_D.octopetala_L_MJ_329_2010;LM_10_1;D.octopetala;L;MJ;329;2010;35,75240128;0.0659308061304024;-0.0360721581349055
LM_7_59_E.nigrum_B_MJ_759_2007;LM_7_59;E.nigrum;B;MJ;759;2007;35,77271551;-0.126222924232137;-0.0360680057979763
LM_12_55_D.octopetala_L_FJ_527_2012;LM_12_55;D.octopetala;L;FJ;527;2012;36,2871254;0.119720355739389;-0.00275715929042536
LM_10_191_B.nana_IFR_IFR_FJ_428_2010;LM_10_191;B.nana;IFR;FJ;428;2010;36,39680555;0.0423580298596673;0.0282921534680411
LM_12_54_D.octopetala_L_MJ_527_2012;LM_12_54;D.octopetala;L;MJ;527;2012;36,41598484;0.00129390324320895;-0.0323488889333944
LM_11_115_Vaccinium_B_MJ_371_2011;LM_11_115;Vaccinium;B;MJ;371;2011;36,45232351;-0.0466450070354418;0.00194582661118876
LM_13_162_D.octopetala_L_MJ_354_2013;LM_13_162;D.octopetala;L;MJ;354;2013;36,67596696;0.0590089633240689;-0.0255841804429322
LM_12_66_S.phylicifolia_Sb_FJ_420_2012;LM_12_66;S.phylicifolia;Sb;FJ;420;2012;36,77299481;0.050853625143851;-0.024490508804391
LM_8_63_D.octopetala_L_FJ_375_2008;LM_8_63;D.octopetala;L;FJ;375;2008;37,33366343;0.0197581671990115;-0.0373417505441464
LM_10_258_B.nana_IFR_IFR_FA_374_2010;LM_10_258;B.nana;IFR;FA;374;2010;37,64184638;0.0201376011832718;0.0024226030900813
LM_6_84_S.herbacea_Sb_FJ_246_2006;LM_6_84;S.herbacea;Sb;FJ;246;2006;37,68279908;0.0784578448886976;-0.0269794040580789
LM_9_81_B.nana_IFR_IFR_FA_280_2009;LM_9_81;B.nana;IFR;FA;280;2009;37,6888288;0.0390859838948591;0.0271318683604964
LM_9_89_B.nana_C_C_MJ_300_2009;LM_9_89;B.nana;C;MJ;300;2009;37,96931217;0.145549095760878;0.0598981048869439
LM_7_6_D.octopetala_L_FJ_378_2007;LM_7_6;D.octopetala;L;FJ;378;2007;38,10635749;-0.00887138840259526;-0.036065033407616
LM_6_82_E.nigrum_B_MJ_246_2006;LM_6_82;E.nigrum;B;MJ;246;2006;38,38555234;-0.124866213779126;-0.0251503715142126
LM_10_327_B.nana_IFR_IFR_MJ_378_2010;LM_10_327;B.nana;IFR;MJ;378;2010;38,49634528;0.0765821343168098;0.0555543596327736
LM_13_182_D.octopetala_L_FA_367_2013;LM_13_182;D.octopetala;L;FA;367;2013;38,61565734;0.0171748385340116;-0.0289878878259682
LM_6_49_B.nana_IFR_IFR_MJ_204_2006;LM_6_49;B.nana;IFR;MJ;204;2006;39,55361041;0.0739711887369348;0.0271318975873771
LM_9_139_B.nana_IFR_IFR_FJ_376_2009;LM_9_139;B.nana;IFR;FJ;376;2009;39,84553887;0.0641319016749923;0.0425653488570813
LM_8_98_B.nana_IFR_IFR_FJ_372_2008;LM_8_98;B.nana;IFR;FJ;372;2008;39,89957341;0.0512893145242209;0.0491652074955569
LM_6_99_Vaccinium_B_MJ_180_2006;LM_6_99;Vaccinium;B;MJ;180;2006;40,18004115;-0.0715648900627077;-0.00360426044044446
LM_9_93_B.nana_IFR_IFR_MJ_302_2009;LM_9_93;B.nana;IFR;MJ;302;2009;40,21133787;0.0875373430383783;0.0287008312816088
LM_14_130_Vaccinium_B_FA_379_2014;LM_14_130;Vaccinium;B;FA;379;2014;40,42003142;-0.0771251598703326;0.00955805803190848
LM_9_36_D.octopetala_L_MA_369_2009;LM_9_36;D.octopetala;L;MA;369;2009;40,52805281;0.0574063281317343;-0.0241984863249167
LM_6_83_S.herbacea_Sb_MJ_246_2006;LM_6_83;S.herbacea;Sb;MJ;246;2006;41,0620735;0.0588003957353489;-0.0366180212525876
LM_10_191_Vaccinium_B_FJ_428_2010;LM_10_191;Vaccinium;B;FJ;428;2010;41,27522772;-0.00733578513354661;0.0309841682256426
LM_8_118_B.nana_IFR_IFR_MJ_371_2008;LM_8_118;B.nana;IFR;MJ;371;2008;41,41839985;0.0162148968018107;0.0395478275972125
LM_13_28_D.octopetala_L_MJ_430_2013;LM_13_28;D.octopetala;L;MJ;430;2013;41,42725919;0.0852812486929693;-0.0371788523514454
LM_12_53_D.octopetala_L_FJ_527_2012;LM_12_53;D.octopetala;L;FJ;527;2012;42,01423051;0.0344959664237515;-0.0362925747790413
LM_9_166_B.nana_C_C_MA_328_2009;LM_9_166;B.nana;C;MA;328;2009;42,24712882;0.22160802245062;0.118312265797554
LM_8_12_Vaccinium_B_FJ_285_2008;LM_8_12;Vaccinium;B;FJ;285;2008;43,09109519;-0.0615295354086853;0.0145980353004451
LM_8_54_B.nana_C_C_FJ_378_2008;LM_8_54;B.nana;C;FJ;378;2008;43,87216693;0.0897027989137449;0.0227182830194511
LM_9_4_E.nigrum_B_FJ_342_2009;LM_9_4;E.nigrum;B;FJ;342;2009;44,47515005;-0.0942762010561386;-0.0213809379732325
LM_11_124_E.nigrum_B_MJ_406_2011;LM_11_124;E.nigrum;B;MJ;406;2011;44,48110378;-0.110174978396486;-0.0184347995201178
LM_8_113_Vaccinium_B_MA_369_2008;LM_8_113;Vaccinium;B;MA;369;2008;44,94101633;-0.0745423373569701;0.00466938023450081
LM_13_166_B.nana_IFR_IFR_MA_345_2013;LM_13_166;B.nana;IFR;MA;345;2013;44,94432419;0.0652652687937174;0.0485325206772635
LM_10_94_B.nana_IFR_IFR_FJ_426_2010;LM_10_94;B.nana;IFR;FJ;426;2010;45,16608416;-0.0422695486591046;-0.0241998326029109
LM_11_152_E.nigrum_B_FJ_463_2011;LM_11_152;E.nigrum;B;FJ;463;2011;45,72038153;-0.0929026077063602;-0.0209748646111861
LM_6_36_Vaccinium_B_MJ_188_2006;LM_6_36;Vaccinium;B;MJ;188;2006;46,4177825;-0.0561827979733952;0.0340404261055413
LM_11_162_D.octopetala_L_MJ_388_2011;LM_11_162;D.octopetala;L;MJ;388;2011;46,44126405;0.0562831719378968;-0.0377452487773371
LM_6_40_E.nigrum_B_MJ_169_2006;LM_6_40;E.nigrum;B;MJ;169;2006;46,69231764;-0.0953775959485809;-0.0197881226839557
LM_6_86_D.octopetala_L_FJ_246_2006;LM_6_86;D.octopetala;L;FJ;246;2006;47,12296348;0.0588439150961994;-0.0405389162505241
LM_10_324_B.pubescens_C_FJ_373_2010;LM_10_324;B.pubescens;C;FJ;373;2010;47,4122807;0.10499477307332;0.0401577034895489
LM_7_3_D.octopetala_L_FJ_378_2007;LM_7_3;D.octopetala;L;FJ;378;2007;47,81258754;0.0662673937259494;-0.0117296810567075
LM_13_77_B.nana_IFR_IFR_FJ_378_2013;LM_13_77;B.nana;IFR;FJ;378;2013;47,82972825;0.0949776902584168;-0.0101595746212605
LM_9_92_B.nana_C_C_FJ_302_2009;LM_9_92;B.nana;C;FJ;302;2009;48,13885046;0.188389725043656;0.103081814767483
LM_14_154_E.nigrum_B_FJ_424_2014;LM_14_154;E.nigrum;B;FJ;424;2014;48,55763834;-0.117110100213344;-0.0348546870589982
LM_7_49_B.nana_IFR_IFR_FJ_373_2007;LM_7_49;B.nana;IFR;FJ;373;2007;49,88613282;-0.048495147559575;-0.0102986289852867
LM_10_226_B.pubescens_C_FJ_385_2010;LM_10_226;B.pubescens;C;FJ;385;2010;51,08243616;0.146080600743427;0.0713814500214493
LM_13_132_D.octopetala_L_MA_318_2013;LM_13_132;D.octopetala;L;MA;318;2013;51,48288693;0.0702026640232762;-0.0410605062471937
LM_10_270_B.nana_IFR_IFR_MJ_376_2010;LM_10_270;B.nana;IFR;MJ;376;2010;52,14563646;0.138100627320961;0.0766035119401509
LM_6_90_S.herbacea_Sb_MJ_246_2006;LM_6_90;S.herbacea;Sb;MJ;246;2006;52,27821341;0.0366732953956596;-0.0472653072279343
LM_9_90_B.nana_IFR_IFR_MJ_300_2009;LM_9_90;B.nana;IFR;MJ;300;2009;52,35572829;0.112373011609966;0.0410698910204548
LM_11_3_D.octopetala_L_MA_386_2011;LM_11_3;D.octopetala;L;MA;386;2011;52,76820733;0.0565119729316967;-0.0217435395697055
LM_13_17_E.nigrum_B_MA_NA_2013;LM_13_17;E.nigrum;B;MA;NA;2013;53,46639239;-0.0825498183033865;-0.0285094961591099
LM_11_137_B.nana_C_C_MJ_370_2011;LM_11_137;B.nana;C;MJ;370;2011;53,63076955;0.124174313252938;0.0468442309223577
LM_10_23_Vaccinium_B_MJ_357_2010;LM_10_23;Vaccinium;B;MJ;357;2010;53,90574144;-0.00407160809559792;0.0459003716375417
LM_7_24_B.nana_IFR_IFR_FJ_360_2007;LM_7_24;B.nana;IFR;FJ;360;2007;54,06338636;0.038768188294861;0.00913024593584939
LM_6_81_D.octopetala_L_FJ_246_2006;LM_6_81;D.octopetala;L;FJ;246;2006;55,05542415;0.0369944440936172;-0.0408134897615876
LM_12_198_Vaccinium_B_MJ_527_2012;LM_12_198;Vaccinium;B;MJ;527;2012;55,88766324;-0.0202812480275801;0.0521858270255229
LM_11_11_E.nigrum_B_FA_373_2011;LM_11_11;E.nigrum;B;FA;373;2011;56,73144345;-0.091376123363095;-0.0195313488130914
LM_13_115_D.octopetala_L_MJ_343_2013;LM_13_115;D.octopetala;L;MJ;343;2013;56,77157229;0.0514341671531791;-0.0273697895942191
LM_11_209_B.nana_C_C_MA_384_2011;LM_11_209;B.nana;C;MA;384;2011;57,09101755;0.183743985827468;0.0983095296413257
LM_10_34_Vaccinium_B_FJ_378_2010;LM_10_34;Vaccinium;B;FJ;378;2010;57,10642533;-0.0482568521733361;0.000671769392516611
LM_6_42_E.nigrum_B_MJ_101_2006;LM_6_42;E.nigrum;B;MJ;101;2006;57,31690869;-0.159386562038967;-0.0408551148816438
LM_11_13_D.octopetala_L_MJ_373_2011;LM_11_13;D.octopetala;L;MJ;373;2011;57,88667688;0.087730662605779;-0.0251183630183003
LM_6_100_Vaccinium_B_FJ_180_2006;LM_6_100;Vaccinium;B;FJ;180;2006;58,20368676;-0.0570034047030728;0.0119382261691707
LM_14_180_B.nana_IFR_IFR_MJ_373_2014;LM_14_180;B.nana;IFR;MJ;373;2014;58,27730465;0.0381632016396584;0.0318842660086953
LM_13_201_Vaccinium_B_FJ_NA_2013;LM_13_201;Vaccinium;B;FJ;NA;2013;58,56390977;-0.0702225371837484;0.0145040155369675
LM_11_138_B.nana_C_C_MJ_370_2011;LM_11_138;B.nana;C;MJ;370;2011;58,67649876;0.190174100555027;0.11165650097286
LM_10_200_S.phylicifolia_Sb_MA_431_2010;LM_10_200;S.phylicifolia;Sb;MA;431;2010;58,79332478;0.0327439528739375;-0.0457779932131227
LM_9_16_B.nana_IFR_IFR_FJ_377_2009;LM_9_16;B.nana;IFR;FJ;377;2009;58,86052214;0.0670070662472258;0.0317882399200045
LM_10_257_B.pubescens_C_FJ_363_2010;LM_10_257;B.pubescens;C;FJ;363;2010;58,87715616;0.156848411267222;0.0990407324322662
LM_8_75_B.nana_IFR_IFR_MJ_371_2008;LM_8_75;B.nana;IFR;MJ;371;2008;59,34341392;0.0282350083434466;0.0237404799817183
LM_8_87_B.nana_C_C_FJ_369_2008;LM_8_87;B.nana;C;FJ;369;2008;59,61851874;0.101783143511529;0.0302381360515287
LM_13_160_E.nigrum_B_FJ_349_2013;LM_13_160;E.nigrum;B;FJ;349;2013;59,90210551;-0.132541341844083;-0.0283980913294882
LM_6_18_B.nana_IFR_IFR_MJ_180_2006;LM_6_18;B.nana;IFR;MJ;180;2006;60,20384391;0.0714318039285883;0.0445729782136664
LM_12_45_Vaccinium_B_MJ_479_2012;LM_12_45;Vaccinium;B;MJ;479;2012;60,510306;0.0604731477443551;0.059859492156984
LM_14_77_Vaccinium_B_MJ_363_2014;LM_14_77;Vaccinium;B;MJ;363;2014;60,66020191;-0.0837716533293625;-0.0121325142153325
LM_14_219_S.phylicifolia_Sb_FJ_393_2014;LM_14_219;S.phylicifolia;Sb;FJ;393;2014;61,00531038;0.0466047228731038;-0.0412281693015542
LM_11_156_B.nana_C_C_MA_389_2011;LM_11_156;B.nana;C;MA;389;2011;61,07146476;0.164255241569953;0.0687788012358652
LM_11_92_E.nigrum_B_FJ_434_2011;LM_11_92;E.nigrum;B;FJ;434;2011;61,62702577;-0.0719947208165782;-0.0180370291877984
LM_9_22_B.pubescens_C_MA_152_2009;LM_9_22;B.pubescens;C;MA;152;2009;62,43170174;0.163595419185797;0.0618697418973288
LM_11_35_E.nigrum_B_FJ_427_2011;LM_11_35;E.nigrum;B;FJ;427;2011;62,85289747;-0.115945668944667;-0.0202339964415131
LM_10_53_B.nana_IFR_IFR_FJ_371_2010;LM_10_53;B.nana;IFR;FJ;371;2010;63,45495495;0.0859727154947212;0.0454128721047196
LM_6_41_Vaccinium_B_MJ_169_2006;LM_6_41;Vaccinium;B;MJ;169;2006;63,62394163;-0.0557111181569959;0.0138453608207044
LM_12_2_D.octopetala_L_FJ_324_2012;LM_12_2;D.octopetala;L;FJ;324;2012;64,13193687;0.0605114019559562;-0.0344357235955727
LM_10_265_Vaccinium_B_FJ_375_2010;LM_10_265;Vaccinium;B;FJ;375;2010;64,13913439;-0.0682061699650989;0.0066406666468449
LM_11_2_E.nigrum_B_MJ_370_2011;LM_11_2;E.nigrum;B;MJ;370;2011;64,99222049;-0.140812405448096;-0.0319542811351934
LM_7_27_Vaccinium_B_FJ_360_2007;LM_7_27;Vaccinium;B;FJ;360;2007;66,03515179;-0.0654383068607763;0.0256011755011568
LM_8_138_B.nana_IFR_IFR_MA_370_2008;LM_8_138;B.nana;IFR;MA;370;2008;66,04172222;0.0867239933349032;0.0229697191328997
LM_13_134_D.octopetala_L_FJ_318_2013;LM_13_134;D.octopetala;L;FJ;318;2013;66,71031954;0.0598369292681246;-0.0428035991204773
LM_11_210_B.nana_C_IFR_MA_384_2011;LM_11_210;B.nana;IFR;MA;384;2011;67,18861496;0.0993806509914516;0.0434256689275735
LM_11_16_E.nigrum_B_MA_368_2011;LM_11_16;E.nigrum;B;MA;368;2011;67,20460912;-0.10096600850995;0.0102760950839871
LM_13_163_B.nana_IFR_IFR_FJ_354_2013;LM_13_163;B.nana;IFR;FJ;354;2013;67,77070064;0.0846810722057249;0.0514988170031389
LM_6_87_S.herbacea_Sb_FJ_246_2006;LM_6_87;S.herbacea;Sb;FJ;246;2006;68,18596828;0.0549338318995891;-0.0421419223167748
LM_13_152_Vaccinium_B_MJ_287_2013;LM_13_152;Vaccinium;B;MJ;287;2013;68,19856166;-0.108983312175717;-0.00300441860935055
LM_7_111_E.nigrum_B_FJ_451_2007;LM_7_111;E.nigrum;B;FJ;451;2007;68,52996506;-0.138587433632892;-0.0275833452577148
LM_10_68_Vaccinium_B_MJ_428_2010;LM_10_68;Vaccinium;B;MJ;428;2010;69,67560985;-0.0198141404861765;0.0236217659547105
LM_14_140_S.herbacea_Sb_MA_340_2014;LM_14_140;S.herbacea;Sb;MA;340;2014;69,7995338;0.0656525554841421;-0.0351584353147792
LM_13_192_Vaccinium_B_MJ_295_2013;LM_13_192;Vaccinium;B;MJ;295;2013;71,69910114;0.00148147800922404;0.0272334528055964
